Mã chi nhánh,Mã sku phần mềm Bravo,Số lượng tồn kho,Đơn vị nhỏ nhất,Mã hàng không đuôi
015,41.L1.6060.6203.5,1000,VIEN,
015,05.L1.6060.IP6006.L,1000,VIEN,
015,05.L1.8080.688002.I,1000,VIEN,
015,05.L1.8080.688006.I,1000,VIEN,
015,05.L1.8080.USG88001.I,1000,VIEN,
015,05.L1.8080.USG88004.I,1000,VIEN,
015,20.L1.8080.91856.2,1000,VIEN,
015,41.L1.5050.M5104.4,1000,VIEN,
015,41.L1.5050.S5104.6,1000,VIEN,
015,41.L1.6060.M6154.7,1000,VIEN,
015,47.L1.6060.FP966605.1,1000,VIEN,
015,20.L1.6060.A89601,1000,VIEN,
015,20.L1.6060.A89602,1000,VIEN,
015,20.L1.6060.A89603,1000,VIEN,
015,20.L1.6060.A89604,1000,VIEN,
015,20.L1.6060.A89605,1000,VIEN,
015,20.L1.6060.A89606,1000,VIEN,
015,20.L1.6060.A89607,1000,VIEN,
015,20.L1.6060.A89651,1000,VIEN,
015,20.L1.6060.A89652,1000,VIEN,
015,20.L1.6060.A89653,1000,VIEN,
015,20.L1.6060.A89654,1000,VIEN,
015,20.L1.6060.A89655,1000,VIEN,
015,20.L1.6060.A89656,1000,VIEN,
015,20.L1.6060.A89657,1000,VIEN,
015,20.L1.6060.A89658,1000,VIEN,
015,20.L1.8080.89801,1000,VIEN,
015,20.L1.8080.89802,1000,VIEN,
015,20.L1.8080.89803,1000,VIEN,
015,20.L1.8080.89804,1000,VIEN,
015,20.L1.8080.89805,1000,VIEN,
015,20.L1.8080.89806,1000,VIEN,
015,20.L1.8080.89807,1000,VIEN,
015,20.L1.8080.89851,1000,VIEN,
015,20.L1.8080.89852,1000,VIEN,
015,20.L1.8080.89853,1000,VIEN,
015,20.L1.8080.89854,1000,VIEN,
015,20.L1.8080.89855,1000,VIEN,
015,20.L1.8080.89856,1000,VIEN,
015,20.L1.8080.89857,1000,VIEN,
015,20.L1.8080.89858,1000,VIEN,
015,05.L1.6060.USG66003.H,1000,VIEN,
015,05.L1.6060.USG66004.H,1000,VIEN,
015,05.L1.6060.USG66004.N,1000,VIEN,
015,41.L1.5050.M5103.6,1000,VIEN,
015,47.L1.6060.FPU966003.2,1000,VIEN,
015,47.L1.6060.FPU966009.1,1000,VIEN,
015,05.L1.8080.IP8008.I,1000,VIEN,
015,05.L1.6060.IP6007.I,1000,VIEN,
015,14.L1.3060.A36SG405.1,1000,VIEN,
015,25.L1.4080.FP948601.2,1000,VIEN,
015,47.L1.6060.FP96600.1,1000,VIEN,
015,05.L1.6060.686002.I,1000,VIEN,
015,05.L1.6060.686003.I,1000,VIEN,
015,05.L1.6060.686004.I,1000,VIEN,
015,05.L1.8080.USG88005.I,1000,VIEN,
015,05.L1.8080.USG88006.I,1000,VIEN,
015,05.L1.8080.USG88008.I,1000,VIEN,
015,20.L1.8080.18914.2,1000,VIEN,
015,25.L1.8080.FP18606.2,1000,VIEN,
015,25.L1.8080.FPU188003.1,1000,VIEN,
015,29.L1.3060.FUSC3621.03,1000,VIEN,
015,41.L1.5050.U5101.6,1000,VIEN,
015,05.L1.6060.686001.I,1000,VIEN,
015,05.L1.6060.686005.I,1000,VIEN,
015,29.L1.3060.FUSC3637D.02,1000,VIEN,
015,39.L1.3060.USGM3618.103,1000,VIEN,
015,20.L1.1580.91154.4,1000,VIEN,
015,41.L1.5050.U5102.6,1000,VIEN,
015,29.L1.3060.FUSC3637.03,1000,VIEN,
015,20.L1.8080.89801.1,1000,VIEN,
015,20.L1.8080.89802.1,1000,VIEN,
015,20.L1.8080.89803.1,1000,VIEN,
015,20.L1.8080.89804.1,1000,VIEN,
015,20.L1.8080.89805.1,1000,VIEN,
015,20.L1.8080.89806.1,1000,VIEN,
015,20.L1.8080.89807.1,1000,VIEN,
015,41.L1.5050.U5151.6,1000,VIEN,
015,05.L1.8080.USG88002.I,1000,VIEN,
015,05.L1.8080.USG88007.I,1000,VIEN,
015,20.L1.8080.89851.1,1000,VIEN,
015,20.L1.8080.89852.1,1000,VIEN,
015,20.L1.8080.89853.1,1000,VIEN,
015,20.L1.8080.89854.1,1000,VIEN,
015,20.L1.8080.89855.1,1000,VIEN,
015,20.L1.8080.89856.1,1000,VIEN,
015,20.L1.8080.89857.1,1000,VIEN,
015,20.L1.8080.89858.1,1000,VIEN,
015,25.L1.6060.FP96601.4,1000,VIEN,
015,25.L1.6060.FPU966003.6,1000,VIEN,
015,41.L1.5050.U5152.6,1000,VIEN,
015,05.L1.6060.686007.I,1000,VIEN,
015,05.L1.8080.USG88003.I,1000,VIEN,
015,14.L1.3030.33320.5,1000,VIEN,
015,14.L1.3060.A36SG404.2,1000,VIEN,
015,20.L1.6060.A16913.2,1000,VIEN,
015,20.L1.8080.28905.3,1000,VIEN,
015,41.L1.6060.M6152.6,1000,VIEN,
015,47.L1.6060.FPU6666.1,1000,VIEN,
015,25.L1.6060.FP966605.3,1000,VIEN,
015,20.L1.8080.18911.2,1000,VIEN,
015,25.L1.6060.FP966603.2,1000,VIEN,
015,25.L1.8080.FPU188033.2,1000,VIEN,
015,41.L1.5050.M5153.6,1000,VIEN,
015,29.L1.3060.FC39002.01,1000,VIEN,
015,29.L1.3060.FC39002D.01,1000,VIEN,
015,29.L1.3060.FC39003.01,1000,VIEN,
015,29.L1.3060.FC39008.01,1000,VIEN,
015,29.L1.3060.FC39008D.01,1000,VIEN,
015,29.L1.3060.FC39009.01,1000,VIEN,
015,29.L1.3060.FC39010.01,1000,VIEN,
015,29.L1.3060.FC39010D.01,1000,VIEN,
015,29.L1.3060.FC39011.01,1000,VIEN,
015,29.L1.3060.FC39004.01,1000,VIEN,
015,29.L1.3060.FC39004D.01,1000,VIEN,
015,29.L1.3060.FC39005.01,1000,VIEN,
015,29.L1.3060.FC39006.01,1000,VIEN,
015,29.L1.3060.FC39006D.01,1000,VIEN,
015,29.L1.3060.FC39007.01,1000,VIEN,
015,29.L1.3060.FC39012.01,1000,VIEN,
015,29.L1.3060.FC39012D.01,1000,VIEN,
015,29.L1.3060.FC39013.01,1000,VIEN,
015,05.L1.6060.USG66002.K,1000,VIEN,
015,41.L1.6060.M6151.7,1000,VIEN,
015,05.L1.6060.686006.I,1000,VIEN,
015,20.L1.6060.A16914.2,1000,VIEN,
015,25.L1.3060.FP936602.2,1000,VIEN,
015,25.L1.6060.FPU966002.3,1000,VIEN,
015,41.L1.5050.M5191.4,1000,VIEN,
015,41.L1.6060.M6155.4,1000,VIEN,
015,41.L1.6060.S6154.6,1000,VIEN,
015,38.L2.3060.KAI3600,1000,VIEN,
015,38.L2.3060.KAI3600V,1000,VIEN,
015,38.L2.3060.KAI3601,1000,VIEN,
015,38.L2.3060.KAI3601AV,1000,VIEN,
015,38.L2.3060.KAI3601BV,1000,VIEN,
015,05.L1.8080.IP8001.M,1000,VIEN,
015,05.L2.8080.688003,1000,VIEN,
015,25.L1.6060.FP96604.4,1000,VIEN,
015,25.L1.6060.FP96607.2,1000,VIEN,
015,39.L1.6060.USGM6003.90,1000,VIEN,
015,41.L1.6060.M6101.6,1000,VIEN,
015,41.L1.6060.U6156,1000,VIEN,
015,41.L1.6060.M6156.5,1000,VIEN,
015,41.L1.6060.S6155,1000,VIEN,
015,25.L1.6060.FPH966001.4,1000,VIEN,
015,25.L1.6060.FPU966005.2,1000,VIEN,
015,39.L1.6060.USGM6006.90,1000,VIEN,
015,05.L1.8080.USG88004.H,1000,VIEN,
015,29.L1.3060.FC39002D.02,1000,VIEN,
015,20.L1.3030.U81113,1000,,
015,20.L1.3030.U81114,1000,,
015,20.L1.3030.U81115,1000,,
015,20.L1.3030.U81116,1000,,
015,20.L1.3030.U81117,1000,,
015,41.L1.6060.U6157,1000,VIEN,
015,41.L1.6060.U6158,1000,VIEN,
015,41.L1.6060.M6157,1000,VIEN,
015,41.L1.6060.M6158,1000,,
015,41.L1.6060.S6156.5,1000,VIEN,
015,41.L1.6060.S6157,1000,VIEN,
015,03.L1.3060.68414.5,1000,VIEN,
015,03.L1.3060.68416.5,1000,VIEN,
015,20.L1.3030.U81106.1,1000,VIEN,
015,25.L1.6060.FPU966001.2,1000,VIEN,
015,25.L1.6060.FPU966009.3,1000,VIEN,
015,25.L1.6060.FPU966013.2,1000,VIEN,
015,39.L1.6060.UGG6007.104,1000,VIEN,
015,39.L1.6060.UGG6010.102,1000,VIEN,
015,41.L1.6060.U6156.5,1000,VIEN,
015,41.L1.6060.U6153.4,1000,VIEN,
015,41.L1.6060.S6154.7,1000,VIEN,
015,21.CG2WA.CR.SF.113,1000,KG,
015,41.L1.6060.M6156.6,1000,VIEN,
015,41.L1.6060.S6152.7,1000,VIEN,
015,41.L1.6060.S6155.5,1000,VIEN,
015,05.L1.6060.IP6004.I,1000,VIEN,
015,25.L1.6060.FP966605.4,1000,VIEN,
015,25.L1.6060.FP96666.3,1000,VIEN,
015,25.L2.6060.FP96666,1000,VIEN,
015,41.L1.6060.S6157.5,1000,VIEN,
015,05.L1.8080.USG88001.H,1000,VIEN,
015,05.L1.8080.USG88002.H,1000,VIEN,
015,20.L1.6060.A89601.1,1000,VIEN,
015,20.L1.6060.A89602.1,1000,VIEN,
015,20.L1.6060.A89603.1,1000,VIEN,
015,20.L1.6060.A89604.1,1000,VIEN,
015,20.L1.6060.A89605.1,1000,VIEN,
015,20.L1.6060.A89606.1,1000,VIEN,
015,20.L1.6060.A89607.1,1000,VIEN,
015,05.L1.3060.USG36003,1000,VIEN,
015,05.L1.3060.USG36003D,1000,VIEN,
015,05.L1.3060.USG36004,1000,VIEN,
015,05.L1.3060.USG36005,1000,VIEN,
015,05.L1.3060.USG36005D,1000,VIEN,
015,05.L1.3060.USG36006,1000,VIEN,
015,05.L1.3060.USG36007,1000,VIEN,
015,05.L1.3060.USG36007D,1000,VIEN,
015,05.L1.3060.USG36008,1000,VIEN,
015,05.L1.3060.USG36009,1000,VIEN,
015,05.L1.3060.USG36009D,1000,VIEN,
015,05.L1.3060.USG36010,1000,VIEN,
015,05.L1.3060.USG36000,1000,VIEN,
015,05.L1.3060.USG36000AD,1000,VIEN,
015,05.L1.3060.USG36000AV,1000,VIEN,
015,05.L1.3060.USG36000BGTD,1000,,
015,05.L1.3060.USG36000BD,1000,VIEN,
015,05.L1.3060.USG36000BV,1000,VIEN,
015,05.L1.3060.USG36001,1000,VIEN,
015,05.L1.3060.USG36001D,1000,VIEN,
015,05.L1.3060.USG36001V,1000,VIEN,
015,05.L1.3060.USG36002,1000,VIEN,
015,05.L1.3060.USG36002D,1000,VIEN,
015,05.L1.3060.USG36002V,1000,VIEN,
015,05.L1.3060.KAG36900,1000,VIEN,
015,05.L1.3060.KAG36900D,1000,VIEN,
015,05.L1.3060.KAG36900V,1000,VIEN,
015,05.L1.3060.KAG36901,1000,VIEN,
015,05.L1.3060.KAG36901D,1000,VIEN,
015,05.L1.3060.KAG36901V,1000,VIEN,
015,05.L1.3060.KAG36902,1000,VIEN,
015,05.L1.3060.KAG36902D,1000,VIEN,
015,05.L1.3060.KAG36903,1000,VIEN,
015,05.L1.3060.KAG36904,1000,VIEN,
015,05.L1.3060.KAG36904D,1000,VIEN,
015,05.L1.3060.KAG36905,1000,VIEN,
015,05.L1.3060.KAG36906,1000,VIEN,
015,05.L1.3060.KAG36906D,1000,VIEN,
015,05.L1.3060.KAG36907,1000,VIEN,
015,05.L1.8080.USG88006.H,1000,VIEN,
015,14.L1.3060.A36ML8016.3,1000,VIEN,
015,41.L1.6060.U6154.7,1000,VIEN,
015,48.L1.8080.STA8511.18,1000,VIEN,
015,48.L1.8080.STA8515.5,1000,VIEN,
015,48.L1.8080.STA8517.12,1000,VIEN,
015,20.L1.6060.A26172.1,1000,VIEN,
015,20.L1.8080.18912.2,1000,VIEN,
015,20.L1.8080.28915.3,1000,VIEN,
015,41.L1.5050.M5103.4,1000,VIEN,
015,41.L1.5050.U5104.6,1000,VIEN,
015,48.L1.8080.STA8511.19,1000,VIEN,
015,48.L1.8080.STA8515.13,1000,VIEN,
015,05.L1.8080.USG88007.H,1000,VIEN,
015,29.L1.3060.FC3622D.12,1000,VIEN,
015,41.L1.6060.S6102.6,1000,VIEN,
015,47.L1.3060.FP936606D.1,1000,VIEN,
015,47.L1.3060.FP936608.1,1000,VIEN,
015,47.L1.3060.FP936608V.1,1000,VIEN,
015,47.L1.3060.FP936610.1,1000,VIEN,
015,47.L1.3060.FP936610D.1,1000,VIEN,
015,47.L1.3060.FP936611.1,1000,VIEN,
015,47.L1.3060.FP936612.1,1000,VIEN,
015,47.L1.3060.FP936612D.1,1000,VIEN,
015,47.L1.3060.FP936613.1,1000,VIEN,
015,05.L1.8080.USG88005.H,1000,VIEN,
015,39.L1.6060.USGM6004.90,1000,VIEN,
015,47.L1.3060.FP936601.1,1000,VIEN,
015,47.L1.3060.FP936601D.1,1000,VIEN,
015,47.L1.3060.FP936601V.1,1000,VIEN,
015,47.L1.3060.FP936608D.1,1000,VIEN,
015,14.L1.3060.A36ML8012.5,1000,VIEN,
015,41.L1.6060.M6151.8,1000,VIEN,
015,47.L1.3060.FP936604.1,1000,VIEN,
015,47.L1.3060.FP936605.1,1000,VIEN,
015,47.L1.3060.FP936606.1,1000,VIEN,
015,47.L1.3060.FP936607.1,1000,VIEN,
015,39.L1.6060.USGM6006.94,1000,VIEN,
015,05.L1.3060.KAG36900.I,1000,VIEN,
015,05.L1.3060.KAG36900D.I,1000,VIEN,
015,05.L1.3060.KAG36900V.I,1000,VIEN,
015,05.L1.3060.KAG36901.I,1000,VIEN,
015,05.L1.3060.KAG36901D.I,1000,VIEN,
015,05.L1.3060.KAG36901V.I,1000,VIEN,
015,25.L1.8080.FP18608.1,1000,VIEN,
015,41.L1.6060.U6158.5,1000,VIEN,
015,47.L1.3060.FP936604D.1,1000,VIEN,
015,20.L1.8080.38919.3,1000,VIEN,
015,41.L1.6060.M6157.5,1000,VIEN,
015,41.L1.6060.S6104.6,1000,VIEN,
015,41.L1.6060.U6157.5,1000,VIEN,
015,25.L1.3060.FP936610.2,1000,VIEN,
015,25.L1.3060.FP936611.2,1000,VIEN,
015,25.L1.3060.FP936612.2,1000,VIEN,
015,25.L1.3060.FP936613.2,1000,VIEN,
015,29.L1.3060.FC3622.13,1000,VIEN,
015,29.L1.3060.FUSM3646.2,1000,VIEN,
015,41.L1.6060.S6103.6,1000,VIEN,
015,05.L1.6060.IP6003.I,1000,VIEN,
015,47.L1.3060.FP936609.1,1000,,
015,47.L1.3060.FP936609D.1,1000,,
015,47.L1.3060.FP936609V.1,1000,,
015,05.L1.6060.USG66002.H,1000,VIEN,
015,48.L1.100100.STA101101.7,1000,VIEN,
015,48.L1.100100.STA101103.8,1000,VIEN,
015,48.L1.100100.STA101105.1,1000,VIEN,
015,48.L1.100100.STA101114.6,1000,VIEN,
015,48.L1.100100.STA101115.1,1000,VIEN,
015,48.L1.60120.GA612006.5,1000,VIEN,
015,48.L1.60120.STA612002.6,1000,VIEN,
015,48.L1.60120.STA612003.6,1000,VIEN,
015,48.L1.60120.STA612007.5,1000,VIEN,
015,29.L1.3060.FUSM3645D.2,1000,VIEN,
015,29.L1.3060.FUSM3649.2,1000,VIEN,
015,29.L1.4060.FXK46251.09,1000,VIEN,
015,29.L1.3060.FUSM3649D.2,1000,VIEN,
015,14.L1.3060.A36PW8000.2,1000,VIEN,
015,14.L1.6060.M66LD902.1,1000,VIEN,
015,29.L1.4060.FXK46250.02,1000,VIEN,
015,41.L1.5050.U5152.4,1000,VIEN,
015,07.L1.3060.RP36610,1000,,
015,07.L1.3060.RP36611D,1000,,
015,07.L1.3060.RP36612,1000,,
015,07.L1.4080.RP48803,1000,,
015,07.L1.4080.RP48804D,1000,,
015,07.L1.4080.RP48804V,1000,,
015,07.L1.4080.RP48811,1000,,
015,07.L1.4080.RP48812D,1000,,
015,07.L1.4080.RP48813,1000,,
015,07.L1.4080.RP48815,1000,,
015,07.L1.4080.RP48816D,1000,,
015,07.L1.4080.RP48817,1000,,
015,48.L1.4080.STA48600,1000,,
015,48.L1.4080.STA48600D,1000,,
015,48.L1.4080.STA48600V,1000,,
015,48.L1.4080.STA48604,1000,,
015,48.L1.4080.STA48605D,1000,,
015,48.L1.4080.STA48606,1000,,
015,48.L1.6060.STA6301,1000,,
015,48.L1.8080.STA8501,1000,,
015,48.L1.60120.STA612001,1000,,
015,48.L1.60120.STA612004,1000,,
015,48.L1.4080.STA48601,1000,,
015,48.L1.4080.STA48602D,1000,,
015,48.L1.4080.STA48603V,1000,,
015,48.L1.4080.STA48607,1000,,
015,48.L1.4080.STA48608D,1000,,
015,48.L1.4080.STA48609,1000,,
015,48.L1.6060.STA6303,1000,,
015,48.L1.6060.STA6305,1000,,
015,48.L1.6060.STA6310,1000,,
015,48.L1.6060.STA6311,1000,,
015,48.L1.6060.STA6312,1000,,
015,48.L1.6060.STA6313,1000,,
015,48.L1.6060.STA6314,1000,,
015,48.L1.6060.STA6315,1000,,
015,48.L1.6060.STA6316,1000,,
015,48.L1.6060.STA6317,1000,,
015,48.L1.6060.STA6318,1000,,
015,48.L1.8080.STA8503,1000,,
015,48.L1.8080.STA8505,1000,,
015,48.L1.8080.STA8510,1000,,
015,48.L1.8080.STA8512,1000,,
015,48.L1.8080.STA8513,1000,,
015,48.L1.8080.STA8514,1000,,
015,48.L1.8080.STA8516,1000,,
015,48.L1.8080.STA8518,1000,,
015,48.L1.100100.STA101107,1000,,
015,48.L1.100100.STA101111,1000,,
015,48.L1.100100.STA101113,1000,,
015,48.L1.100100.STA101117,1000,,
015,48.L1.60120.STA612009,1000,,
015,48.L1.60120.STA612005,1000,,
015,48.L1.60120.STA612006,1000,,
015,05.L1.3060.USG36000.I,1000,VIEN,
015,05.L1.3060.USG36000AD.I,1000,VIEN,
015,05.L1.3060.USG36000AV.I,1000,VIEN,
015,05.L1.3060.USG36000BD.I,1000,VIEN,
015,05.L1.3060.USG36000BV.I,1000,VIEN,
015,05.L1.6060.686007.H,1000,VIEN,
015,29.L1.4060.FXK46251.30,1000,VIEN,
015,41.L1.5050.M5155.7,1000,VIEN,
015,41.L1.5050.U5155.4,1000,VIEN,
015,05.L1.3060.KAG36902.I,1000,VIEN,
015,05.L1.3060.KAG36902D.I,1000,VIEN,
015,05.L1.3060.KAG36903.I,1000,VIEN,
015,05.L1.3060.KAG36904.I,1000,VIEN,
015,05.L1.3060.KAG36904D.I,1000,VIEN,
015,05.L1.3060.KAG36905.I,1000,VIEN,
015,05.L1.3060.KAG36906.I,1000,VIEN,
015,05.L1.3060.KAG36906D.I,1000,VIEN,
015,05.L1.3060.KAG36907.I,1000,VIEN,
015,20.L1.6060.A26914.2,1000,VIEN,
015,20.L1.6060.A26916.2,1000,VIEN,
015,20.L1.8080.91855.2,1000,VIEN,
015,25.L1.3060.FP936604.3,1000,VIEN,
015,25.L1.3060.FP936605.3,1000,VIEN,
015,25.L1.6060.FP96601.5,1000,VIEN,
015,39.L1.6060.USGM6002.98,1000,VIEN,
015,05.L2.6060.USG66001,1000,VIEN,
015,05.L2.6060.USG66006,1000,VIEN,
015,25.L1.3060.FP936601.3,1000,VIEN,
015,25.L1.3060.FP936601D.3,1000,VIEN,
015,41.L1.3060.S3101.8,1000,VIEN,
015,41.L1.3060.S3102.8,1000,VIEN,
015,41.L1.3060.S3103.8,1000,VIEN,
015,41.L1.3060.S3104.8,1000,VIEN,
015,41.L1.6060.S6152.8,1000,VIEN,
015,25.L1.6060.FP96607.3,1000,VIEN,
015,25.L1.6060.FPU966005.3,1000,VIEN,
015,20.L1.6060.A66103.2,1000,VIEN,
015,25.L1.6060.FP96604.5,1000,VIEN,
015,25.L1.6060.FP966602.3,1000,VIEN,
015,29.L1.3060.FUSC3635D.02,1000,VIEN,
015,20.L1.6060.A89651.1,1000,VIEN,
015,20.L1.6060.A89652.1,1000,VIEN,
015,20.L1.6060.A89653.1,1000,VIEN,
015,20.L1.6060.A89654.1,1000,VIEN,
015,20.L1.6060.A89655.1,1000,VIEN,
015,20.L1.6060.A89656.1,1000,VIEN,
015,20.L1.6060.A89657.1,1000,VIEN,
015,20.L1.6060.A89658.1,1000,VIEN,
015,29.L1.4060.FXK46258.04,1000,VIEN,
015,48.L1.6060.STA6311.15,1000,VIEN,
015,48.L1.6060.STA6315.12,1000,VIEN,
015,48.L1.6060.STA6317.6,1000,VIEN,
015,48.L1.8080.STA8511.20,1000,VIEN,
015,48.L1.8080.STA8515.14,1000,VIEN,
015,48.L1.8080.STA8517.13,1000,VIEN,
015,20.L1.6060.A16901.2,1000,VIEN,
015,20.L1.6060.A26905.1,1000,VIEN,
015,20.L1.6060.A36003.2,1000,VIEN,
015,41.L1.3060.S3201.8,1000,VIEN,
015,41.L1.3060.S3203.8,1000,VIEN,
015,41.L1.3060.U3105.8,1000,VIEN,
015,25.L1.6060.FP96608.4,1000,VIEN,
015,25.L1.6060.FPH966001.5,1000,VIEN,
015,41.L1.5050.91503.6,1000,VIEN,
015,41.L1.6060.M6156.7,1000,VIEN,
015,41.L1.6060.S6153.6,1000,VIEN,
015,20.L1.3030.U81108.4,1000,VIEN,
015,29.L1.3060.FC3637.04,1000,VIEN,
015,29.L1.3060.FC3641.03,1000,VIEN,
015,29.L1.3060.FUSC3639D.02,1000,VIEN,
015,29.L1.3060.FUSC3640.02,1000,VIEN,
015,29.L1.3060.FUSC3641.03,1000,,
015,41.L1.3060.U3101.8,1000,VIEN,
015,41.L1.3060.U3102.8,1000,VIEN,
015,41.L1.3060.U3201.8,1000,VIEN,
015,41.L1.3060.U3205.8,1000,VIEN,
015,41.L1.6060.U6155.6,1000,VIEN,
015,20.L1.3030.U81108.3,1000,VIEN,
015,20.L1.8080.91851.2,1000,VIEN,
015,25.L1.6060.FP966605.5,1000,VIEN,
015,47.L2.8080.CTN8002DB.01,1000,VIEN,
015,41.L1.6060.AM6151,1000,VIEN,
015,41.L1.6060.AM6152,1000,,
015,41.L1.6060.AM6153,1000,VIEN,
015,41.L1.6060.AM6154,1000,VIEN,
015,41.L1.6060.AM6155,1000,VIEN,
015,41.L1.6060.AM6156,1000,VIEN,
015,41.L1.6060.AM6157,1000,VIEN,
015,41.L1.6060.AM6158,1000,,
015,41.L1.6060.AS6151,1000,,
015,41.L1.6060.AS6152,1000,VIEN,
015,41.L1.6060.AS6153,1000,,
015,41.L1.6060.AS6154,1000,VIEN,
015,41.L1.6060.AS6155,1000,VIEN,
015,41.L1.6060.AS6156,1000,,
015,41.L1.6060.AS6157,1000,,
015,41.L1.6060.AU6151,1000,VIEN,
015,41.L1.6060.AU6152,1000,VIEN,
015,41.L1.6060.AU6153,1000,VIEN,
015,41.L1.6060.AU6154,1000,VIEN,
015,41.L1.6060.AU6155,1000,VIEN,
015,41.L1.6060.AU6156,1000,VIEN,
015,41.L1.6060.AU6157,1000,VIEN,
015,41.L1.6060.AU6158,1000,VIEN,
015,41.L1.6060.AU6154.4,1000,VIEN,
015,29.L1.3060.FUSC3641V.03,1000,VIEN,
015,41.L1.6060.AU6153.4,1000,VIEN,
015,41.L1.4060.MS462001,1000,VIEN,
015,41.L1.4060.MS462002,1000,VIEN,
015,41.L1.4060.MS462003,1000,VIEN,
015,41.L1.4060.MS462004,1000,VIEN,
015,41.L1.4060.MT462001,1000,VIEN,
015,41.L1.4060.MT462002,1000,VIEN,
015,41.L1.4060.MT462003,1000,VIEN,
015,41.L1.4060.MT462004,1000,VIEN,
015,14.L1.3060.A36MG9012D.7,1000,VIEN,
015,14.L1.3060.A36PG8015.1,1000,VIEN,
015,14.L1.3060.A36PM9015.1,1000,VIEN,
015,14.L1.3060.A36PM9015D.1,1000,VIEN,
015,39.L1.3060.53603.90,1000,VIEN,
015,39.L1.6060.UGG6003.110,1000,VIEN,
015,41.L1.5050.91501.7,1000,VIEN,
015,41.L1.5050.S5101.6,1000,VIEN,
015,20.L1.6060.A26107.2,1000,VIEN,
015,41.L1.3060.M3101.8,1000,VIEN,
015,41.L1.3060.M3102.8,1000,VIEN,
015,41.L1.3060.M3103.8,1000,VIEN,
015,41.L1.3060.M3104.8,1000,VIEN,
015,41.L1.3060.M3203.8,1000,VIEN,
015,41.L1.4060.MS462001.5,1000,VIEN,
015,41.L1.4060.MS462002.4,1000,VIEN,
015,41.L1.4060.MS462003.5,1000,VIEN,
015,41.L1.4060.MS462004.5,1000,VIEN,
015,41.L1.4060.MT462001.5,1000,VIEN,
015,41.L1.4060.MT462002.5,1000,VIEN,
015,41.L1.4060.MT462003.5,1000,VIEN,
015,41.L1.4060.MT462004.5,1000,VIEN,
015,25.L1.6060.FP966603.3,1000,VIEN,
015,41.L1.4060.MS462002.5,1000,VIEN,
015,41.L1.6060.AM6154.6,1000,VIEN,
015,41.L1.6060.AM6155.4,1000,VIEN,
015,41.L1.6060.U6102.4,1000,VIEN,
015,14.L1.3060.A36MD9016D.4,1000,VIEN,
015,25.L1.3060.FP936608.2,1000,VIEN,
015,25.L1.4080.FP948603.2,1000,VIEN,
015,41.L1.3060.M3201.8,1000,VIEN,
015,14.L1.3060.A36MA8017.1,1000,VIEN,
015,20.L1.6060.A16902.3,1000,VIEN,
015,41.L1.6060.AM6153.6,1000,VIEN,
015,20.L1.6060.A26901.5,1000,VIEN,
015,25.L1.4080.FP948603V.2,1000,VIEN,
015,20.L1.6060.A16910.2,1000,VIEN,
015,20.L1.6060.A36920.2,1000,VIEN,
015,20.L1.8080.91861.2,1000,VIEN,
015,25.L1.6060.FP96606.4,1000,VIEN,
015,29.L1.3060.FC3604D.12,1000,VIEN,
015,29.L1.3060.FUSC3643.02,1000,VIEN,
015,29.L1.3060.FUSC3643.03,1000,VIEN,
015,29.L1.3060.FUSC3643V.03,1000,VIEN,
015,29.L1.3060.FUSC3644.03,1000,VIEN,
015,29.L1.3060.FUSC3644V.04,1000,VIEN,
015,39.L1.6060.UGG6007.106,1000,VIEN,
015,41.L1.6060.AS6154.6,1000,VIEN,
015,41.L1.6060.AU6151.7,1000,VIEN,
015,20.L1.6060.A26901.2,1000,VIEN,
015,41.L1.6060.AS6152.4,1000,VIEN,
015,41.L1.6060.AU6152.6,1000,VIEN,
015,48.L1.8080.STA8513.8,1000,VIEN,
015,48.L1.8080.STA8517.15,1000,VIEN,
015,48.L1.8080.STA8519.5,1000,VIEN,
015,41.L1.3060.MS361001T.8,1000,VIEN,
015,41.L1.3060.MS361002D.8,1000,VIEN,
015,41.L1.3060.MS361003V.8,1000,VIEN,
015,05.L1.3060.KAG36904.H,1000,VIEN,
015,05.L1.8080.688003.H,1000,VIEN,
015,41.L1.3060.MS361001T,1000,VIEN,
015,41.L1.3060.MS361002D,1000,VIEN,
015,41.L1.3060.MS361003V,1000,VIEN,
015,41.L1.3060.MT361001T,1000,VIEN,
015,41.L1.3060.MT361002D,1000,VIEN,
015,41.L1.3060.MT361003V,1000,VIEN,
015,41.L1.3060.UT361001T,1000,VIEN,
015,41.L1.3060.UT361002D,1000,VIEN,
015,41.L1.3060.UT361003V,1000,VIEN,
015,39.L1.4080.USG48017.99,1000,VIEN,
015,41.L1.6060.AS6155.5,1000,VIEN,
015,47.L1.4080.FP948601.1,1000,VIEN,
015,47.L1.4080.FP948601D.1,1000,VIEN,
015,47.L1.4080.FP948601V.1,1000,VIEN,
015,47.L1.4080.FP948602.1,1000,VIEN,
015,47.L1.4080.FP948602D.1,1000,VIEN,
015,47.L1.4080.FP948602V.1,1000,VIEN,
015,47.L1.4080.FP948603.1,1000,VIEN,
015,47.L1.4080.FP948603D.1,1000,VIEN,
015,47.L1.4080.FP948603V.1,1000,VIEN,
015,47.L1.4080.FP948604.1,1000,VIEN,
015,47.L1.3060.FP936602.1,1000,,
015,47.L1.3060.FP936602D.1,1000,,
